Concept,Country,Data Source,Frequency,Status,Time,Unit,Value
"Interest, Cash (Gen. Govt.)","Congo, Republic of",Government Finance Statistics (GFS),Annual,Published,2004,National Currency,33732000000.00
"Compensation of Employees, Cash (Gen. Govt.)","Congo, Republic of",Government Finance Statistics (GFS),Annual,Published,2004,National Currency,142487000000.00
"Subsidies and Transfers, Cash (Gen. Govt.)","Congo, Republic of",Government Finance Statistics (GFS),Annual,Published,2004,National Currency,5388720300.00
"Grants, Cash (Gen. Govt.)","Congo, Republic of",Government Finance Statistics (GFS),Annual,Published,2004,National Currency,26715276578.00
"Social Benefits, Cash (Gen. Govt.)","Congo, Republic of",Government Finance Statistics (GFS),Annual,Published,2004,National Currency,46592672475.00
"Other Expense, Cash (Gen. Govt.)","Congo, Republic of",Government Finance Statistics (GFS),Annual,Published,2004,National Currency,9981164509.00
"Use of Goods and Services, Cash (Gen. Govt.)","Congo, Republic of",Government Finance Statistics (GFS),Annual,Published,2004,National Currency,245741000000.00
"To Non-residents, Foreign Interest, Cash (Gen. Govt.)","Congo, Republic of",Government Finance Statistics (GFS),Annual,Published,2004,National Currency,33473000000.00
"Social Security Benefits, Cash (Gen. Govt.)","Congo, Republic of",Government Finance Statistics (GFS),Annual,Published,2004,National Currency,46480146083.00
"Social Assistance Benefits, Cash (Gen. Govt.)","Congo, Republic of",Government Finance Statistics (GFS),Annual,Published,2004,National Currency,64241762.00
"Employer Social Benefits, Cash (Gen. Govt.)","Congo, Republic of",Government Finance Statistics (GFS),Annual,Published,2004,National Currency,48284630.00
"Property Expense Other than Interest, Cash (Gen. Govt.)","Congo, Republic of",Government Finance Statistics (GFS),Annual,Published,2004,National Currency,20200000.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)","Congo, Republic of",Government Finance Statistics (GFS),Annual,Published,2004,National Currency,9916399185.00
"Total Expenditure, Cash (Gen. Govt.)","Congo, Republic of",Government Finance Statistics (GFS),Annual,Published,2004,National Currency,744880000000.00
"Interest, Cash (Gen. Govt.)","Congo, Republic of",Government Finance Statistics (GFS),Annual,Published,2004,Percent of GDP,1.47
"Compensation of Employees, Cash (Gen. Govt.)","Congo, Republic of",Government Finance Statistics (GFS),Annual,Published,2004,Percent of GDP,6.20
"Subsidies and Transfers, Cash (Gen. Govt.)","Congo, Republic of",Government Finance Statistics (GFS),Annual,Published,2004,Percent of GDP,0.23
"Grants, Cash (Gen. Govt.)","Congo, Republic of",Government Finance Statistics (GFS),Annual,Published,2004,Percent of GDP,1.16
"Social Benefits, Cash (Gen. Govt.)","Congo, Republic of",Government Finance Statistics (GFS),Annual,Published,2004,Percent of GDP,2.03
"Other Expense, Cash (Gen. Govt.)","Congo, Republic of",Government Finance Statistics (GFS),Annual,Published,2004,Percent of GDP,0.43
"Use of Goods and Services, Cash (Gen. Govt.)","Congo, Republic of",Government Finance Statistics (GFS),Annual,Published,2004,Percent of GDP,10.70
"To Non-residents, Foreign Interest, Cash (Gen. Govt.)","Congo, Republic of",Government Finance Statistics (GFS),Annual,Published,2004,Percent of GDP,1.46
"Social Security Benefits, Cash (Gen. Govt.)","Congo, Republic of",Government Finance Statistics (GFS),Annual,Published,2004,Percent of GDP,2.02
"Social Assistance Benefits, Cash (Gen. Govt.)","Congo, Republic of",Government Finance Statistics (GFS),Annual,Published,2004,Percent of GDP,0.00
"Employer Social Benefits, Cash (Gen. Govt.)","Congo, Republic of",Government Finance Statistics (GFS),Annual,Published,2004,Percent of GDP,0.00
"Property Expense Other than Interest, Cash (Gen. Govt.)","Congo, Republic of",Government Finance Statistics (GFS),Annual,Published,2004,Percent of GDP,0.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)","Congo, Republic of",Government Finance Statistics (GFS),Annual,Published,2004,Percent of GDP,0.43
"Total Expenditure, Cash (Gen. Govt.)","Congo, Republic of",Government Finance Statistics (GFS),Annual,Published,2004,Percent of GDP,32.43
"Interest, Cash (Gen. Govt.)",Costa Rica,Government Finance Statistics (GFS),Annual,Published,2004,National Currency,334830000000.00
"Compensation of Employees, Cash (Gen. Govt.)",Costa Rica,Government Finance Statistics (GFS),Annual,Published,2004,National Currency,813930000000.00
"Subsidies and Transfers, Cash (Gen. Govt.)",Costa Rica,Government Finance Statistics (GFS),Annual,Published,2004,National Currency,0.00
"Grants, Cash (Gen. Govt.)",Costa Rica,Government Finance Statistics (GFS),Annual,Published,2004,National Currency,1840000000.00
"Social Benefits, Cash (Gen. Govt.)",Costa Rica,Government Finance Statistics (GFS),Annual,Published,2004,National Currency,453390000000.00
"Other Expense, Cash (Gen. Govt.)",Costa Rica,Government Finance Statistics (GFS),Annual,Published,2004,National Currency,47082000000.00
"Use of Goods and Services, Cash (Gen. Govt.)",Costa Rica,Government Finance Statistics (GFS),Annual,Published,2004,National Currency,234029000000.00
"To Non-residents, Foreign Interest, Cash (Gen. Govt.)",Costa Rica,Government Finance Statistics (GFS),Annual,Published,2004,National Currency,73620000000.00
"Social Security Benefits, Cash (Gen. Govt.)",Costa Rica,Government Finance Statistics (GFS),Annual,Published,2004,National Currency,453390000000.00
"Social Assistance Benefits, Cash (Gen. Govt.)",Costa Rica,Government Finance Statistics (GFS),Annual,Published,2004,National Currency,0.00
"Employer Social Benefits, Cash (Gen. Govt.)",Costa Rica,Government Finance Statistics (GFS),Annual,Published,2004,National Currency,0.00
"Property Expense Other than Interest, Cash (Gen. Govt.)",Costa Rica,Government Finance Statistics (GFS),Annual,Published,2004,National Currency,0.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)",Costa Rica,Government Finance Statistics (GFS),Annual,Published,2004,National Currency,47082000000.00
"Total Expenditure, Cash (Gen. Govt.)",Costa Rica,Government Finance Statistics (GFS),Annual,Published,2004,National Currency,1983210000000.00
"Interest, Cash (Gen. Govt.)",Costa Rica,Government Finance Statistics (GFS),Annual,Published,2004,Percent of GDP,4.11
"Compensation of Employees, Cash (Gen. Govt.)",Costa Rica,Government Finance Statistics (GFS),Annual,Published,2004,Percent of GDP,9.99
"Subsidies and Transfers, Cash (Gen. Govt.)",Costa Rica,Government Finance Statistics (GFS),Annual,Published,2004,Percent of GDP,0.00
"Grants, Cash (Gen. Govt.)",Costa Rica,Government Finance Statistics (GFS),Annual,Published,2004,Percent of GDP,0.02
"Social Benefits, Cash (Gen. Govt.)",Costa Rica,Government Finance Statistics (GFS),Annual,Published,2004,Percent of GDP,5.57
"Other Expense, Cash (Gen. Govt.)",Costa Rica,Government Finance Statistics (GFS),Annual,Published,2004,Percent of GDP,0.58
"Use of Goods and Services, Cash (Gen. Govt.)",Costa Rica,Government Finance Statistics (GFS),Annual,Published,2004,Percent of GDP,2.87
"To Non-residents, Foreign Interest, Cash (Gen. Govt.)",Costa Rica,Government Finance Statistics (GFS),Annual,Published,2004,Percent of GDP,0.90
"Social Security Benefits, Cash (Gen. Govt.)",Costa Rica,Government Finance Statistics (GFS),Annual,Published,2004,Percent of GDP,5.57
"Social Assistance Benefits, Cash (Gen. Govt.)",Costa Rica,Government Finance Statistics (GFS),Annual,Published,2004,Percent of GDP,0.00
"Employer Social Benefits, Cash (Gen. Govt.)",Costa Rica,Government Finance Statistics (GFS),Annual,Published,2004,Percent of GDP,0.00
"Property Expense Other than Interest, Cash (Gen. Govt.)",Costa Rica,Government Finance Statistics (GFS),Annual,Published,2004,Percent of GDP,0.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)",Costa Rica,Government Finance Statistics (GFS),Annual,Published,2004,Percent of GDP,0.58
"Total Expenditure, Cash (Gen. Govt.)",Costa Rica,Government Finance Statistics (GFS),Annual,Published,2004,Percent of GDP,24.35
"Interest, Cash (Gen. Govt.)",Croatia,Government Finance Statistics (GFS),Annual,Published,2004,National Currency,4423200000.00
"Compensation of Employees, Cash (Gen. Govt.)",Croatia,Government Finance Statistics (GFS),Annual,Published,2004,National Currency,25505200000.00
"Subsidies and Transfers, Cash (Gen. Govt.)",Croatia,Government Finance Statistics (GFS),Annual,Published,2004,National Currency,5694500000.00
"Grants, Cash (Gen. Govt.)",Croatia,Government Finance Statistics (GFS),Annual,Published,2004,National Currency,1008900000.00
"Social Benefits, Cash (Gen. Govt.)",Croatia,Government Finance Statistics (GFS),Annual,Published,2004,National Currency,41021800000.00
"Other Expense, Cash (Gen. Govt.)",Croatia,Government Finance Statistics (GFS),Annual,Published,2004,National Currency,6953600000.00
"Use of Goods and Services, Cash (Gen. Govt.)",Croatia,Government Finance Statistics (GFS),Annual,Published,2004,National Currency,9679300000.00
"To Non-residents, Foreign Interest, Cash (Gen. Govt.)",Croatia,Government Finance Statistics (GFS),Annual,Published,2004,National Currency,2201900000.00
"Social Security Benefits, Cash (Gen. Govt.)",Croatia,Government Finance Statistics (GFS),Annual,Published,2004,National Currency,29101000000.00
"Social Assistance Benefits, Cash (Gen. Govt.)",Croatia,Government Finance Statistics (GFS),Annual,Published,2004,National Currency,11552400000.00
"Employer Social Benefits, Cash (Gen. Govt.)",Croatia,Government Finance Statistics (GFS),Annual,Published,2004,National Currency,368400000.00
"Property Expense Other than Interest, Cash (Gen. Govt.)",Croatia,Government Finance Statistics (GFS),Annual,Published,2004,National Currency,3900000.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)",Croatia,Government Finance Statistics (GFS),Annual,Published,2004,National Currency,6949700000.00
"Total Expenditure, Cash (Gen. Govt.)",Croatia,Government Finance Statistics (GFS),Annual,Published,2004,National Currency,104781000000.00
"Interest, Cash (Gen. Govt.)",Croatia,Government Finance Statistics (GFS),Annual,Published,2004,Percent of GDP,1.79
"Compensation of Employees, Cash (Gen. Govt.)",Croatia,Government Finance Statistics (GFS),Annual,Published,2004,Percent of GDP,10.31
"Subsidies and Transfers, Cash (Gen. Govt.)",Croatia,Government Finance Statistics (GFS),Annual,Published,2004,Percent of GDP,2.30
"Grants, Cash (Gen. Govt.)",Croatia,Government Finance Statistics (GFS),Annual,Published,2004,Percent of GDP,0.41
"Social Benefits, Cash (Gen. Govt.)",Croatia,Government Finance Statistics (GFS),Annual,Published,2004,Percent of GDP,16.58
"Other Expense, Cash (Gen. Govt.)",Croatia,Government Finance Statistics (GFS),Annual,Published,2004,Percent of GDP,2.81
"Use of Goods and Services, Cash (Gen. Govt.)",Croatia,Government Finance Statistics (GFS),Annual,Published,2004,Percent of GDP,3.91
"To Non-residents, Foreign Interest, Cash (Gen. Govt.)",Croatia,Government Finance Statistics (GFS),Annual,Published,2004,Percent of GDP,0.89
"Social Security Benefits, Cash (Gen. Govt.)",Croatia,Government Finance Statistics (GFS),Annual,Published,2004,Percent of GDP,11.76
"Social Assistance Benefits, Cash (Gen. Govt.)",Croatia,Government Finance Statistics (GFS),Annual,Published,2004,Percent of GDP,4.67
"Employer Social Benefits, Cash (Gen. Govt.)",Croatia,Government Finance Statistics (GFS),Annual,Published,2004,Percent of GDP,0.15
"Property Expense Other than Interest, Cash (Gen. Govt.)",Croatia,Government Finance Statistics (GFS),Annual,Published,2004,Percent of GDP,0.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)",Croatia,Government Finance Statistics (GFS),Annual,Published,2004,Percent of GDP,2.81
"Total Expenditure, Cash (Gen. Govt.)",Croatia,Government Finance Statistics (GFS),Annual,Published,2004,Percent of GDP,42.35
"Interest, Cash (Gen. Govt.)",Czech Republic,Government Finance Statistics (GFS),Annual,Published,2004,National Currency,30493000000.00
"Compensation of Employees, Cash (Gen. Govt.)",Czech Republic,Government Finance Statistics (GFS),Annual,Published,2004,National Currency,112197000000.00
"Subsidies and Transfers, Cash (Gen. Govt.)",Czech Republic,Government Finance Statistics (GFS),Annual,Published,2004,National Currency,237903000000.00
"Grants, Cash (Gen. Govt.)",Czech Republic,Government Finance Statistics (GFS),Annual,Published,2004,National Currency,13761000000.00
"Social Benefits, Cash (Gen. Govt.)",Czech Republic,Government Finance Statistics (GFS),Annual,Published,2004,National Currency,478892000000.00
"Other Expense, Cash (Gen. Govt.)",Czech Republic,Government Finance Statistics (GFS),Annual,Published,2004,National Currency,108230000000.00
"Use of Goods and Services, Cash (Gen. Govt.)",Czech Republic,Government Finance Statistics (GFS),Annual,Published,2004,National Currency,118053000000.00
"Property Expense Other than Interest, Cash (Gen. Govt.)",Czech Republic,Government Finance Statistics (GFS),Annual,Published,2004,National Currency,0.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)",Czech Republic,Government Finance Statistics (GFS),Annual,Published,2004,National Currency,108230000000.00
"Total Expenditure, Cash (Gen. Govt.)",Czech Republic,Government Finance Statistics (GFS),Annual,Published,2004,National Currency,1173310000000.00
"Interest, Cash (Gen. Govt.)",Czech Republic,Government Finance Statistics (GFS),Annual,Published,2004,Percent of GDP,1.08
"Compensation of Employees, Cash (Gen. Govt.)",Czech Republic,Government Finance Statistics (GFS),Annual,Published,2004,Percent of GDP,3.99
"Subsidies and Transfers, Cash (Gen. Govt.)",Czech Republic,Government Finance Statistics (GFS),Annual,Published,2004,Percent of GDP,8.45
"Grants, Cash (Gen. Govt.)",Czech Republic,Government Finance Statistics (GFS),Annual,Published,2004,Percent of GDP,0.49
"Social Benefits, Cash (Gen. Govt.)",Czech Republic,Government Finance Statistics (GFS),Annual,Published,2004,Percent of GDP,17.01
"Other Expense, Cash (Gen. Govt.)",Czech Republic,Government Finance Statistics (GFS),Annual,Published,2004,Percent of GDP,3.85
"Use of Goods and Services, Cash (Gen. Govt.)",Czech Republic,Government Finance Statistics (GFS),Annual,Published,2004,Percent of GDP,4.19
"Property Expense Other than Interest, Cash (Gen. Govt.)",Czech Republic,Government Finance Statistics (GFS),Annual,Published,2004,Percent of GDP,0.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)",Czech Republic,Government Finance Statistics (GFS),Annual,Published,2004,Percent of GDP,3.85
"Total Expenditure, Cash (Gen. Govt.)",Czech Republic,Government Finance Statistics (GFS),Annual,Published,2004,Percent of GDP,41.68
"Interest, Cash (Gen. Govt.)",Egypt,Government Finance Statistics (GFS),Annual,Published,2004,National Currency,27517000000.00
"Compensation of Employees, Cash (Gen. Govt.)",Egypt,Government Finance Statistics (GFS),Annual,Published,2004,National Currency,37631000000.00
"Subsidies and Transfers, Cash (Gen. Govt.)",Egypt,Government Finance Statistics (GFS),Annual,Published,2004,National Currency,10347000000.00
"Grants, Cash (Gen. Govt.)",Egypt,Government Finance Statistics (GFS),Annual,Published,2004,National Currency,0.00
"Social Benefits, Cash (Gen. Govt.)",Egypt,Government Finance Statistics (GFS),Annual,Published,2004,National Currency,22964000000.00
"Other Expense, Cash (Gen. Govt.)",Egypt,Government Finance Statistics (GFS),Annual,Published,2004,National Currency,22631000000.00
"Use of Goods and Services, Cash (Gen. Govt.)",Egypt,Government Finance Statistics (GFS),Annual,Published,2004,National Currency,9409000000.00
"To Non-residents, Foreign Interest, Cash (Gen. Govt.)",Egypt,Government Finance Statistics (GFS),Annual,Published,2004,National Currency,2961000000.00
