Concept,Country,Data Source,Frequency,Status,Time,Unit,Value
"Gross Domestic Product, Deflator",Aruba,International Financial Statistics (IFS),Annual,Published,2007,"Index, 2005=100",109.20
"Gross Domestic Product, Deflator",Aruba,International Financial Statistics (IFS),Annual,Published,2007,Percent Change over Corresponding Period of Previous Year,5.37
"Gross Domestic Product, Nominal",Aruba,International Financial Statistics (IFS),Annual,Published,2007,National Currency,4681410000.00
"Gross Domestic Product, Real",Aruba,International Financial Statistics (IFS),Annual,Published,2007,"Index, 2005=100",102.74
"Gross Domestic Product, Real",Aruba,International Financial Statistics (IFS),Annual,Published,2007,National Currency at 1995 prices,3184000000.00
"Gross Domestic Product, Real",Aruba,International Financial Statistics (IFS),Annual,Published,2007,Percent,2.38
"Gross Domestic Product, Deflator",Aruba,International Financial Statistics (IFS),Annual,Published,2008,"Index, 2005=100",119.01
"Gross Domestic Product, Deflator",Aruba,International Financial Statistics (IFS),Annual,Published,2008,Percent Change over Corresponding Period of Previous Year,8.98
"Gross Domestic Product, Nominal",Aruba,International Financial Statistics (IFS),Annual,Published,2008,National Currency,4914320000.00
"Gross Domestic Product, Real",Aruba,International Financial Statistics (IFS),Annual,Published,2008,"Index, 2005=100",98.97
"Gross Domestic Product, Real",Aruba,International Financial Statistics (IFS),Annual,Published,2008,National Currency at 1995 prices,3067000000.00
"Gross Domestic Product, Real",Aruba,International Financial Statistics (IFS),Annual,Published,2008,Percent,-3.67
"Gross Domestic Product, Deflator",Aruba,International Financial Statistics (IFS),Annual,Published,2009,"Index, 2005=100",116.46
"Gross Domestic Product, Deflator",Aruba,International Financial Statistics (IFS),Annual,Published,2009,Percent Change over Corresponding Period of Previous Year,-2.14
"Gross Domestic Product, Nominal",Aruba,International Financial Statistics (IFS),Annual,Published,2009,National Currency,4478400000.00
"Gross Domestic Product, Real",Aruba,International Financial Statistics (IFS),Annual,Published,2009,"Index, 2005=100",92.16
"Gross Domestic Product, Real",Aruba,International Financial Statistics (IFS),Annual,Published,2009,National Currency at 1995 prices,2856000000.00
"Gross Domestic Product, Real",Aruba,International Financial Statistics (IFS),Annual,Published,2009,Percent,-6.88
"Gross Domestic Product, Deflator",Australia,International Financial Statistics (IFS),Annual,Published,2003,"Index, 2005=100, Seasonally Adjusted",92.60
"Gross Domestic Product, Deflator",Australia,International Financial Statistics (IFS),Annual,Published,2003,Percent Change over Corresponding Period of Previous Year,2.96
"Gross Domestic Product, Nominal",Australia,International Financial Statistics (IFS),Annual,Published,2003,"National Currency, Seasonally Adjusted",826887000000.00
"Gross Domestic Product, Real",Australia,International Financial Statistics (IFS),Annual,Published,2003,"Index, 2005=100, Seasonally Adjusted",93.18
"Gross Domestic Product, Real",Australia,International Financial Statistics (IFS),Annual,Published,2003,"National Currency at 2001 prices, Seasonally Adjusted",1060640000000.00
"Gross Domestic Product, Real",Australia,International Financial Statistics (IFS),Annual,Published,2003,Percent,3.14
"Compensation of Employees, Noncash (Gen. Govt.)",Australia,International Financial Statistics (IFS),Annual,Published,2004,National Currency,80836000000.00
"Consumption of Fixed Capital, Noncash (Gen. Govt.)",Australia,International Financial Statistics (IFS),Annual,Published,2004,National Currency,12123000000.00
"Expense, Noncash (Gen. Govt.)",Australia,International Financial Statistics (IFS),Annual,Published,2004,National Currency,295052000000.00
"Grants, Noncash (Gen. Govt.)",Australia,International Financial Statistics (IFS),Annual,Published,2004,National Currency,1444000000.00
"Gross Domestic Product, Deflator",Australia,International Financial Statistics (IFS),Annual,Published,2004,"Index, 2005=100, Seasonally Adjusted",95.67
"Gross Domestic Product, Deflator",Australia,International Financial Statistics (IFS),Annual,Published,2004,Percent Change over Corresponding Period of Previous Year,3.31
"Gross Domestic Product, Nominal",Australia,International Financial Statistics (IFS),Annual,Published,2004,"National Currency, Seasonally Adjusted",889165000000.00
"Gross Domestic Product, Real",Australia,International Financial Statistics (IFS),Annual,Published,2004,"Index, 2005=100, Seasonally Adjusted",96.98
"Gross Domestic Product, Real",Australia,International Financial Statistics (IFS),Annual,Published,2004,"National Currency at 2001 prices, Seasonally Adjusted",1100885000000.00
"Gross Domestic Product, Real",Australia,International Financial Statistics (IFS),Annual,Published,2004,Percent,4.08
"Interest, Noncash (Gen. Govt.)",Australia,International Financial Statistics (IFS),Annual,Published,2004,National Currency,14968000000.00
"Other Expense, Noncash (Gen. Govt.)",Australia,International Financial Statistics (IFS),Annual,Published,2004,National Currency,23714000000.00
"Social Benefits, Noncash (Gen. Govt.)",Australia,International Financial Statistics (IFS),Annual,Published,2004,National Currency,94529000000.00
"Subsidies and Transfers, Noncash (Gen. Govt.)",Australia,International Financial Statistics (IFS),Annual,Published,2004,National Currency,11740000000.00
"Use of Goods and Services, Noncash (Gen. Govt.)",Australia,International Financial Statistics (IFS),Annual,Published,2004,National Currency,55698000000.00
"Compensation of Employees, Noncash (Gen. Govt.)",Australia,International Financial Statistics (IFS),Annual,Published,2005,National Currency,86257000000.00
"Consumption of Fixed Capital, Noncash (Gen. Govt.)",Australia,International Financial Statistics (IFS),Annual,Published,2005,National Currency,13087000000.00
"Expense, Noncash (Gen. Govt.)",Australia,International Financial Statistics (IFS),Annual,Published,2005,National Currency,316051000000.00
"Grants, Noncash (Gen. Govt.)",Australia,International Financial Statistics (IFS),Annual,Published,2005,National Currency,2334000000.00
"Gross Domestic Product, Deflator",Australia,International Financial Statistics (IFS),Annual,Published,2005,"Index, 2005=100, Seasonally Adjusted",100.00
"Gross Domestic Product, Deflator",Australia,International Financial Statistics (IFS),Annual,Published,2005,Percent Change over Corresponding Period of Previous Year,4.53
"Gross Domestic Product, Nominal",Australia,International Financial Statistics (IFS),Annual,Published,2005,"National Currency, Seasonally Adjusted",958337000000.00
"Gross Domestic Product, Real",Australia,International Financial Statistics (IFS),Annual,Published,2005,"Index, 2005=100, Seasonally Adjusted",100.00
"Gross Domestic Product, Real",Australia,International Financial Statistics (IFS),Annual,Published,2005,"National Currency at 2001 prices, Seasonally Adjusted",1135312000000.00
"Gross Domestic Product, Real",Australia,International Financial Statistics (IFS),Annual,Published,2005,Percent,3.11
"Interest, Noncash (Gen. Govt.)",Australia,International Financial Statistics (IFS),Annual,Published,2005,National Currency,14912000000.00
"Other Expense, Noncash (Gen. Govt.)",Australia,International Financial Statistics (IFS),Annual,Published,2005,National Currency,27247000000.00
"Social Benefits, Noncash (Gen. Govt.)",Australia,International Financial Statistics (IFS),Annual,Published,2005,National Currency,99419000000.00
"Subsidies and Transfers, Noncash (Gen. Govt.)",Australia,International Financial Statistics (IFS),Annual,Published,2005,National Currency,12882000000.00
"Use of Goods and Services, Noncash (Gen. Govt.)",Australia,International Financial Statistics (IFS),Annual,Published,2005,National Currency,59914000000.00
"Compensation of Employees, Noncash (Gen. Govt.)",Australia,International Financial Statistics (IFS),Annual,Published,2006,National Currency,93284000000.00
"Consumption of Fixed Capital, Noncash (Gen. Govt.)",Australia,International Financial Statistics (IFS),Annual,Published,2006,National Currency,13728000000.00
"Expense, Noncash (Gen. Govt.)",Australia,International Financial Statistics (IFS),Annual,Published,2006,National Currency,334587000000.00
"Grants, Noncash (Gen. Govt.)",Australia,International Financial Statistics (IFS),Annual,Published,2006,National Currency,1870000000.00
"Gross Domestic Product, Deflator",Australia,International Financial Statistics (IFS),Annual,Published,2006,"Index, 2005=100, Seasonally Adjusted",104.93
"Gross Domestic Product, Deflator",Australia,International Financial Statistics (IFS),Annual,Published,2006,Percent Change over Corresponding Period of Previous Year,4.93
"Gross Domestic Product, Nominal",Australia,International Financial Statistics (IFS),Annual,Published,2006,"National Currency, Seasonally Adjusted",1032521000000.00
"Gross Domestic Product, Real",Australia,International Financial Statistics (IFS),Annual,Published,2006,"Index, 2005=100, Seasonally Adjusted",102.68
"Gross Domestic Product, Real",Australia,International Financial Statistics (IFS),Annual,Published,2006,"National Currency at 2001 prices, Seasonally Adjusted",1164638000000.00
"Gross Domestic Product, Real",Australia,International Financial Statistics (IFS),Annual,Published,2006,Percent,2.68
"Interest, Noncash (Gen. Govt.)",Australia,International Financial Statistics (IFS),Annual,Published,2006,National Currency,15127000000.00
Net debt (Gen. Govt.),Australia,Fiscal Monitor - Latest Published Data,Annual,Published,2006,Percent of GDP,-6.35
Net debt (Gen. Govt.),Australia,Fiscal Monitor September 2011,Annual,Published,2006,Percent of GDP,-6.29
"Other Expense, Noncash (Gen. Govt.)",Australia,International Financial Statistics (IFS),Annual,Published,2006,National Currency,30178000000.00
"Social Benefits, Noncash (Gen. Govt.)",Australia,International Financial Statistics (IFS),Annual,Published,2006,National Currency,102946000000.00
"Subsidies and Transfers, Noncash (Gen. Govt.)",Australia,International Financial Statistics (IFS),Annual,Published,2006,National Currency,13234000000.00
"Use of Goods and Services, Noncash (Gen. Govt.)",Australia,International Financial Statistics (IFS),Annual,Published,2006,National Currency,64219000000.00
"Compensation of Employees, Noncash (Gen. Govt.)",Australia,International Financial Statistics (IFS),Annual,Published,2007,National Currency,99001000000.00
"Consumption of Fixed Capital, Noncash (Gen. Govt.)",Australia,International Financial Statistics (IFS),Annual,Published,2007,National Currency,14594000000.00
"Expense, Noncash (Gen. Govt.)",Australia,International Financial Statistics (IFS),Annual,Published,2007,National Currency,358001000000.00
"Grants, Noncash (Gen. Govt.)",Australia,International Financial Statistics (IFS),Annual,Published,2007,National Currency,1889000000.00
"Gross Domestic Product, Deflator",Australia,International Financial Statistics (IFS),Annual,Published,2007,"Index, 2005=100, Seasonally Adjusted",109.45
"Gross Domestic Product, Deflator",Australia,International Financial Statistics (IFS),Annual,Published,2007,Percent Change over Corresponding Period of Previous Year,4.31
"Gross Domestic Product, Nominal",Australia,International Financial Statistics (IFS),Annual,Published,2007,"National Currency, Seasonally Adjusted",1127596000000.00
"Gross Domestic Product, Real",Australia,International Financial Statistics (IFS),Annual,Published,2007,"Index, 2005=100, Seasonally Adjusted",107.50
"Gross Domestic Product, Real",Australia,International Financial Statistics (IFS),Annual,Published,2007,"National Currency at 2001 prices, Seasonally Adjusted",1217862000000.00
